,Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Sex,Deaths,admissions,Age Group,Addicts(Age Group),Therapy_Cost,Real_Households_Income,Household_Expenditure_Tobacco
47038,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.063785208687608,2748.0,50-59,20,63425,195.7,16209.0
47039,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.063785208687608,2300.0,50-59,20,63425,195.7,16209.0
47065,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.3098814858247865,7700.0,50-59,20,63425,195.7,16209.0
47067,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.3098814858247865,4500.0,50-59,20,63425,195.7,16209.0
47068,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.3098814858247865,16657.0,50-59,20,63425,195.7,16209.0
47069,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.3098814858247865,3200.0,50-59,20,63425,195.7,16209.0
47076,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.902117546276448,11790.0,50-59,20,63425,195.7,16209.0
47077,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.902117546276448,7400.0,50-59,20,63425,195.7,16209.0
47078,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.902117546276448,9167.0,50-59,20,63425,195.7,16209.0
47079,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.902117546276448,5900.0,50-59,20,63425,195.7,16209.0
47080,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.902117546276448,2623.0,50-59,20,63425,195.7,16209.0
47081,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.902117546276448,1500.0,50-59,20,63425,195.7,16209.0
47089,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.1592919047975645,12000.0,50-59,20,63425,195.7,16209.0
47090,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.1592919047975645,12107.0,50-59,20,63425,195.7,16209.0
47091,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.1592919047975645,6500.0,50-59,20,63425,195.7,16209.0
47092,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.1592919047975645,11489.0,50-59,20,63425,195.7,16209.0
47093,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.1592919047975645,5500.0,50-59,20,63425,195.7,16209.0
47119,2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Female,6.398594934535208,18600.0,50-59,20,63425,195.7,16209.0
47121,2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Female,6.398594934535208,9500.0,50-59,20,63425,195.7,16209.0
47123,2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Female,6.398594934535208,9100.0,50-59,20,63425,195.7,16209.0
47143,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,20900.0,50-59,20,63425,195.7,16209.0
47144,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,21937.0,50-59,20,63425,195.7,16209.0
47145,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,15500.0,50-59,20,63425,195.7,16209.0
47146,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,8686.0,50-59,20,63425,195.7,16209.0
47147,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,5400.0,50-59,20,63425,195.7,16209.0
47172,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,22885.0,50-59,20,63425,195.7,16209.0
47173,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,5900.0,50-59,20,63425,195.7,16209.0
47174,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,12196.0,50-59,20,63425,195.7,16209.0
47175,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,3000.0,50-59,20,63425,195.7,16209.0
47176,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,10990.0,50-59,20,63425,195.7,16209.0
47177,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,2900.0,50-59,20,63425,195.7,16209.0
47178,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,6.90875477931522,10084.0,50-59,20,63425,195.7,16209.0
47179,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,6.90875477931522,3700.0,50-59,20,63425,195.7,16209.0
47180,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,6.90875477931522,4341.0,50-59,20,63425,195.7,16209.0
47181,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,6.90875477931522,2400.0,50-59,20,63425,195.7,16209.0
47182,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,6.90875477931522,5743.0,50-59,20,63425,195.7,16209.0
47183,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,6.90875477931522,1300.0,50-59,20,63425,195.7,16209.0
47205,2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Female,7.741099090035366,16200.0,50-59,20,63425,195.7,16209.0
47207,2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Female,7.741099090035366,12000.0,50-59,20,63425,195.7,16209.0
47213,2009,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Female,7.313886831633462,12500.0,50-59,20,63425,195.7,16209.0
47219,2009,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Female,8.071218539969863,18900.0,50-59,20,63425,195.7,16209.0
47227,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Female,7.244941546337007,16800.0,50-59,20,63425,195.7,16209.0
47229,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Female,7.244941546337007,9500.0,50-59,20,63425,195.7,16209.0
47231,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Female,7.244941546337007,7300.0,50-59,20,63425,195.7,16209.0
47232,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,11790.0,50-59,20,63425,195.7,16209.0
47233,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,7400.0,50-59,20,63425,195.7,16209.0
47234,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,9167.0,50-59,20,63425,195.7,16209.0
47235,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,5900.0,50-59,20,63425,195.7,16209.0
47236,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,2623.0,50-59,20,63425,195.7,16209.0
47237,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,1500.0,50-59,20,63425,195.7,16209.0
47245,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.398594934535208,12000.0,50-59,20,63425,195.7,16209.0
47246,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.398594934535208,12107.0,50-59,20,63425,195.7,16209.0
47247,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.398594934535208,6500.0,50-59,20,63425,195.7,16209.0
47248,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.398594934535208,11489.0,50-59,20,63425,195.7,16209.0
47249,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.398594934535208,5500.0,50-59,20,63425,195.7,16209.0
47289,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.416979621381154,17415.0,50-59,22,57520,192.5,15879.0
47290,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.416979621381154,11700.0,50-59,22,57520,192.5,15879.0
47291,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.416979621381154,12464.0,50-59,22,57520,192.5,15879.0
47292,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.416979621381154,9200.0,50-59,22,57520,192.5,15879.0
47293,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.416979621381154,4951.0,50-59,22,57520,192.5,15879.0
47294,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.416979621381154,2500.0,50-59,22,57520,192.5,15879.0
47295,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.51471269087253,4666.0,50-59,22,57520,192.5,15879.0
47296,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.51471269087253,3800.0,50-59,22,57520,192.5,15879.0
47297,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.51471269087253,3910.0,50-59,22,57520,192.5,15879.0
47298,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.51471269087253,3200.0,50-59,22,57520,192.5,15879.0
47299,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.51471269087253,756.0,50-59,22,57520,192.5,15879.0
47300,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.51471269087253,600.0,50-59,22,57520,192.5,15879.0
47307,2008,C53,Cervical,Cancers which can be caused by smoking,Any,6.565264970035361,7118.0,50-59,22,57520,192.5,15879.0
47308,2008,C53,Cervical,Cancers which can be caused by smoking,Any,6.565264970035361,900.0,50-59,22,57520,192.5,15879.0
47311,2008,C53,Cervical,Cancers which can be caused by smoking,Any,6.565264970035361,7117.0,50-59,22,57520,192.5,15879.0
47312,2008,C53,Cervical,Cancers which can be caused by smoking,Any,6.565264970035361,900.0,50-59,22,57520,192.5,15879.0
47317,2008,C67,Bladder,Cancers which can be caused by smoking,Any,8.338783971442199,19678.0,50-59,22,57520,192.5,15879.0
47318,2008,C67,Bladder,Cancers which can be caused by smoking,Any,8.338783971442199,6000.0,50-59,22,57520,192.5,15879.0
47319,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,8.038834757787749,12943.0,50-59,22,57520,192.5,15879.0
47320,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,8.038834757787749,3400.0,50-59,22,57520,192.5,15879.0
47321,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,8.038834757787749,8424.0,50-59,22,57520,192.5,15879.0
47322,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,8.038834757787749,3000.0,50-59,22,57520,192.5,15879.0
47323,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,8.038834757787749,4519.0,50-59,22,57520,192.5,15879.0
47324,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Any,8.038834757787749,400.0,50-59,22,57520,192.5,15879.0
47325,2008,C16,Stomach,Cancers which can be caused by smoking,Any,8.344029572407049,21844.0,50-59,22,57520,192.5,15879.0
47326,2008,C16,Stomach,Cancers which can be caused by smoking,Any,8.344029572407049,4900.0,50-59,22,57520,192.5,15879.0
47327,2008,C16,Stomach,Cancers which can be caused by smoking,Any,8.344029572407049,15643.0,50-59,22,57520,192.5,15879.0
47328,2008,C16,Stomach,Cancers which can be caused by smoking,Any,8.344029572407049,4100.0,50-59,22,57520,192.5,15879.0
47329,2008,C16,Stomach,Cancers which can be caused by smoking,Any,8.344029572407049,6201.0,50-59,22,57520,192.5,15879.0
47330,2008,C16,Stomach,Cancers which can be caused by smoking,Any,8.344029572407049,800.0,50-59,22,57520,192.5,15879.0
47344,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Any,7.666690200080086,6100.0,50-59,22,57520,192.5,15879.0
47345,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Any,7.666690200080086,19862.0,50-59,22,57520,192.5,15879.0
47346,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Any,7.666690200080086,4600.0,50-59,22,57520,192.5,15879.0
47347,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Any,7.666690200080086,14512.0,50-59,22,57520,192.5,15879.0
47348,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Any,7.666690200080086,1400.0,50-59,22,57520,192.5,15879.0
47349,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.1731917424865985,6279.0,50-59,22,57520,192.5,15879.0
47350,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.1731917424865985,5400.0,50-59,22,57520,192.5,15879.0
47351,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.1731917424865985,3383.0,50-59,22,57520,192.5,15879.0
47352,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.1731917424865985,3000.0,50-59,22,57520,192.5,15879.0
47353,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.1731917424865985,2896.0,50-59,22,57520,192.5,15879.0
47354,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Any,7.1731917424865985,2400.0,50-59,22,57520,192.5,15879.0
47380,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,7.874739125171811,7400.0,50-59,22,57520,192.5,15879.0
47382,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,7.874739125171811,4200.0,50-59,22,57520,192.5,15879.0
47383,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,7.874739125171811,16803.0,50-59,22,57520,192.5,15879.0
47384,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,7.874739125171811,3200.0,50-59,22,57520,192.5,15879.0
47397,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,7966.0,50-59,22,57520,192.5,15879.0
47398,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,1800.0,50-59,22,57520,192.5,15879.0
47399,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,5024.0,50-59,22,57520,192.5,15879.0
47400,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,1400.0,50-59,22,57520,192.5,15879.0
47401,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,2942.0,50-59,22,57520,192.5,15879.0
47402,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Any,6.2878585601617845,400.0,50-59,22,57520,192.5,15879.0
47404,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,11800.0,50-59,22,57520,192.5,15879.0
47405,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,11875.0,50-59,22,57520,192.5,15879.0
47406,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,6300.0,50-59,22,57520,192.5,15879.0
47407,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,11620.0,50-59,22,57520,192.5,15879.0
47408,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.908754738783246,5500.0,50-59,22,57520,192.5,15879.0
47434,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Any,7.244941546337007,17600.0,50-59,22,57520,192.5,15879.0
47436,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Any,7.244941546337007,8800.0,50-59,22,57520,192.5,15879.0
47438,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Any,7.244941546337007,8800.0,50-59,22,57520,192.5,15879.0
47445,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,17415.0,50-59,22,57520,192.5,15879.0
47446,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,11700.0,50-59,22,57520,192.5,15879.0
47447,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,12464.0,50-59,22,57520,192.5,15879.0
47448,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,9200.0,50-59,22,57520,192.5,15879.0
47449,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,4951.0,50-59,22,57520,192.5,15879.0
47450,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.00397413672268,2500.0,50-59,22,57520,192.5,15879.0
47451,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,4666.0,50-59,22,57520,192.5,15879.0
47452,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,3800.0,50-59,22,57520,192.5,15879.0
47453,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,3910.0,50-59,22,57520,192.5,15879.0
47454,2008,C32,Larynx,Cancers which can be caused by smoking,Any,6.2166061010848646,3200.0,50-59,22,57520,192.5,15879.0
